word	nodeType	synsetCount	unit
use	VERB	13	02x01_-_Follow_Mama_and_Papa
go	VERB	35	02x01_-_Follow_Mama_and_Papa
come	VERB	22	02x01_-_Follow_Mama_and_Papa
enjoy	VERB	5	02x01_-_Follow_Mama_and_Papa
set	VERB	45	02x01_-_Follow_Mama_and_Papa
sustain	VERB	7	02x01_-_Follow_Mama_and_Papa
have	VERB	20	02x01_-_Follow_Mama_and_Papa
sit	VERB	10	02x01_-_Follow_Mama_and_Papa
like	VERB	11	02x01_-_Follow_Mama_and_Papa
walk	VERB	17	02x01_-_Follow_Mama_and_Papa
take	VERB	44	02x01_-_Follow_Mama_and_Papa
let	VERB	8	02x01_-_Follow_Mama_and_Papa
take	VERB	44	02x01_-_Follow_Mama_and_Papa
go	VERB	35	02x01_-_Follow_Mama_and_Papa
get	VERB	37	02x01_-_Follow_Mama_and_Papa
worry	VERB	8	02x01_-_Follow_Mama_and_Papa
go	VERB	35	02x01_-_Follow_Mama_and_Papa
watch	VERB	13	02x01_-_Follow_Mama_and_Papa
go	VERB	35	02x01_-_Follow_Mama_and_Papa
maintain	VERB	10	02x01_-_Follow_Mama_and_Papa
want	VERB	9	02x01_-_Follow_Mama_and_Papa
tail	VERB	11	02x01_-_Follow_Mama_and_Papa
sound	VERB	24	02x01_-_Follow_Mama_and_Papa
do	VERB	16	02x01_-_Follow_Mama_and_Papa
let	VERB	8	02x01_-_Follow_Mama_and_Papa
tail	VERB	11	02x01_-_Follow_Mama_and_Papa
let	VERB	8	02x01_-_Follow_Mama_and_Papa
disguise	VERB	4	02x01_-_Follow_Mama_and_Papa
go	VERB	35	02x01_-_Follow_Mama_and_Papa
change	VERB	20	02x01_-_Follow_Mama_and_Papa
make	VERB	51	02x01_-_Follow_Mama_and_Papa
stand	VERB	24	02x01_-_Follow_Mama_and_Papa
say	VERB	12	02x01_-_Follow_Mama_and_Papa
guard	VERB	14	02x01_-_Follow_Mama_and_Papa
charm	VERB	8	02x01_-_Follow_Mama_and_Papa
see	VERB	25	02x01_-_Follow_Mama_and_Papa
read	VERB	12	02x01_-_Follow_Mama_and_Papa
do	VERB	16	02x01_-_Follow_Mama_and_Papa
catch	VERB	39	02x01_-_Follow_Mama_and_Papa
pretend	VERB	8	02x01_-_Follow_Mama_and_Papa
view	VERB	13	02x01_-_Follow_Mama_and_Papa
maintain	VERB	10	02x01_-_Follow_Mama_and_Papa
pretend	VERB	8	02x01_-_Follow_Mama_and_Papa
notice	VERB	11	02x01_-_Follow_Mama_and_Papa
have	VERB	20	02x01_-_Follow_Mama_and_Papa
lift	VERB	36	02x01_-_Follow_Mama_and_Papa
do	VERB	16	02x01_-_Follow_Mama_and_Papa
have	VERB	20	02x01_-_Follow_Mama_and_Papa
bet	VERB	5	02x01_-_Follow_Mama_and_Papa
look	VERB	14	02x01_-_Follow_Mama_and_Papa
like	VERB	11	02x01_-_Follow_Mama_and_Papa
try	VERB	10	02x01_-_Follow_Mama_and_Papa
wear	VERB	12	02x01_-_Follow_Mama_and_Papa
put	VERB	10	02x01_-_Follow_Mama_and_Papa
make	VERB	51	02x01_-_Follow_Mama_and_Papa
look	VERB	14	02x01_-_Follow_Mama_and_Papa
tell	VERB	9	02x01_-_Follow_Mama_and_Papa
sit	VERB	10	02x01_-_Follow_Mama_and_Papa
attract	VERB	3	02x01_-_Follow_Mama_and_Papa
sit	VERB	10	02x01_-_Follow_Mama_and_Papa
sit	VERB	10	02x01_-_Follow_Mama_and_Papa
sit	VERB	10	02x01_-_Follow_Mama_and_Papa
sit	VERB	10	02x01_-_Follow_Mama_and_Papa
do	VERB	16	02x01_-_Follow_Mama_and_Papa
concentrate	VERB	11	02x01_-_Follow_Mama_and_Papa
teach	VERB	3	02x01_-_Follow_Mama_and_Papa
do	VERB	16	02x01_-_Follow_Mama_and_Papa
lift	VERB	36	02x01_-_Follow_Mama_and_Papa
make	VERB	51	02x01_-_Follow_Mama_and_Papa
pick	VERB	21	02x01_-_Follow_Mama_and_Papa
do	VERB	16	02x01_-_Follow_Mama_and_Papa
act	VERB	15	02x01_-_Follow_Mama_and_Papa
fail	VERB	11	02x01_-_Follow_Mama_and_Papa
have	VERB	20	02x01_-_Follow_Mama_and_Papa
sneer	VERB	4	02x01_-_Follow_Mama_and_Papa
get	VERB	37	02x01_-_Follow_Mama_and_Papa
say	VERB	12	02x01_-_Follow_Mama_and_Papa
have	VERB	20	02x01_-_Follow_Mama_and_Papa
sit	VERB	10	02x01_-_Follow_Mama_and_Papa
serve	VERB	16	02x01_-_Follow_Mama_and_Papa
hear	VERB	5	02x01_-_Follow_Mama_and_Papa
let	VERB	8	02x01_-_Follow_Mama_and_Papa
give	VERB	45	02x01_-_Follow_Mama_and_Papa
let	VERB	8	02x01_-_Follow_Mama_and_Papa
head	VERB	42	02x01_-_Follow_Mama_and_Papa
get	VERB	37	02x01_-_Follow_Mama_and_Papa
look	VERB	14	02x01_-_Follow_Mama_and_Papa
hurt	VERB	14	02x01_-_Follow_Mama_and_Papa
raid	VERB	6	02x01_-_Follow_Mama_and_Papa
do	VERB	16	02x01_-_Follow_Mama_and_Papa
feel	VERB	17	02x01_-_Follow_Mama_and_Papa
make	VERB	51	02x01_-_Follow_Mama_and_Papa
want	VERB	9	02x01_-_Follow_Mama_and_Papa
straighten	VERB	6	02x01_-_Follow_Mama_and_Papa
work	VERB	34	02x01_-_Follow_Mama_and_Papa
see	VERB	25	02x01_-_Follow_Mama_and_Papa
want	VERB	9	02x01_-_Follow_Mama_and_Papa
k*ll	VERB	0	02x01_-_Follow_Mama_and_Papa
avenge	VERB	1	02x01_-_Follow_Mama_and_Papa
be	VERB	14	02x01_-_Follow_Mama_and_Papa
die	VERB	14	02x01_-_Follow_Mama_and_Papa
win	VERB	6	02x01_-_Follow_Mama_and_Papa
let	VERB	8	02x01_-_Follow_Mama_and_Papa
split	VERB	18	02x01_-_Follow_Mama_and_Papa
dump	VERB	10	02x01_-_Follow_Mama_and_Papa
let	VERB	8	02x01_-_Follow_Mama_and_Papa
go	VERB	35	02x01_-_Follow_Mama_and_Papa
want	VERB	9	02x01_-_Follow_Mama_and_Papa
continue	VERB	10	02x01_-_Follow_Mama_and_Papa
hold	VERB	45	02x01_-_Follow_Mama_and_Papa
worry	VERB	8	02x01_-_Follow_Mama_and_Papa
divorce	VERB	3	02x01_-_Follow_Mama_and_Papa
invest	VERB	5	02x01_-_Follow_Mama_and_Papa
guess	VERB	6	02x01_-_Follow_Mama_and_Papa
have	VERB	20	02x01_-_Follow_Mama_and_Papa
help	VERB	12	02x01_-_Follow_Mama_and_Papa
play	VERB	52	02x01_-_Follow_Mama_and_Papa
like	VERB	11	02x01_-_Follow_Mama_and_Papa
have	VERB	20	02x01_-_Follow_Mama_and_Papa
have	VERB	20	02x01_-_Follow_Mama_and_Papa
serve	VERB	16	02x01_-_Follow_Mama_and_Papa
come	VERB	22	02x01_-_Follow_Mama_and_Papa
see	VERB	25	02x01_-_Follow_Mama_and_Papa
carry	VERB	41	02x01_-_Follow_Mama_and_Papa
excuse	VERB	9	02x01_-_Follow_Mama_and_Papa
take	VERB	44	02x01_-_Follow_Mama_and_Papa
gulp	VERB	4	02x01_-_Follow_Mama_and_Papa
go	VERB	35	02x01_-_Follow_Mama_and_Papa
hurry	VERB	6	02x01_-_Follow_Mama_and_Papa
rush	VERB	16	02x01_-_Follow_Mama_and_Papa
require	VERB	4	02x01_-_Follow_Mama_and_Papa
make	VERB	51	02x01_-_Follow_Mama_and_Papa
catch	VERB	39	02x01_-_Follow_Mama_and_Papa
thank	VERB	1	02x01_-_Follow_Mama_and_Papa
wait	VERB	6	02x01_-_Follow_Mama_and_Papa
drink	VERB	10	02x01_-_Follow_Mama_and_Papa
feel	VERB	17	02x01_-_Follow_Mama_and_Papa
avenge	VERB	1	02x01_-_Follow_Mama_and_Papa
go	VERB	35	02x01_-_Follow_Mama_and_Papa
feel	VERB	17	02x01_-_Follow_Mama_and_Papa
have	VERB	20	02x01_-_Follow_Mama_and_Papa
feel	VERB	17	02x01_-_Follow_Mama_and_Papa
sit	VERB	10	02x01_-_Follow_Mama_and_Papa
wait	VERB	6	02x01_-_Follow_Mama_and_Papa
try	VERB	10	02x01_-_Follow_Mama_and_Papa
wait	VERB	6	02x01_-_Follow_Mama_and_Papa
give	VERB	45	02x01_-_Follow_Mama_and_Papa
try	VERB	10	02x01_-_Follow_Mama_and_Papa
be	VERB	14	02x01_-_Follow_Mama_and_Papa
follow	VERB	24	02x01_-_Follow_Mama_and_Papa
recommend	VERB	3	02x01_-_Follow_Mama_and_Papa
have	VERB	20	02x01_-_Follow_Mama_and_Papa
resort	VERB	6	02x01_-_Follow_Mama_and_Papa
k*ll	VERB	0	02x01_-_Follow_Mama_and_Papa
bury	VERB	6	02x01_-_Follow_Mama_and_Papa
make	VERB	51	02x01_-_Follow_Mama_and_Papa
improvise	VERB	2	02x01_-_Follow_Mama_and_Papa
use	VERB	13	02x01_-_Follow_Mama_and_Papa
place	VERB	32	02x01_-_Follow_Mama_and_Papa
have	VERB	20	02x01_-_Follow_Mama_and_Papa
carry	VERB	41	02x01_-_Follow_Mama_and_Papa
forgive	VERB	2	02x01_-_Follow_Mama_and_Papa
lower	VERB	16	02x01_-_Follow_Mama_and_Papa
hear	VERB	5	02x01_-_Follow_Mama_and_Papa
wait	VERB	6	02x01_-_Follow_Mama_and_Papa
make	VERB	51	02x01_-_Follow_Mama_and_Papa
use	VERB	13	02x01_-_Follow_Mama_and_Papa
think	VERB	14	02x01_-_Follow_Mama_and_Papa
place	VERB	32	02x01_-_Follow_Mama_and_Papa
put	VERB	10	02x01_-_Follow_Mama_and_Papa
locate	VERB	4	02x01_-_Follow_Mama_and_Papa
have	VERB	20	02x01_-_Follow_Mama_and_Papa
add	VERB	7	02x01_-_Follow_Mama_and_Papa
make	VERB	51	02x01_-_Follow_Mama_and_Papa
do	VERB	16	02x01_-_Follow_Mama_and_Papa
drop	VERB	32	02x01_-_Follow_Mama_and_Papa
have	VERB	20	02x01_-_Follow_Mama_and_Papa
set	VERB	45	02x01_-_Follow_Mama_and_Papa
place	VERB	32	02x01_-_Follow_Mama_and_Papa
wait	VERB	6	02x01_-_Follow_Mama_and_Papa
tell	VERB	9	02x01_-_Follow_Mama_and_Papa
know	VERB	12	02x01_-_Follow_Mama_and_Papa
come	VERB	22	02x01_-_Follow_Mama_and_Papa
mean	VERB	16	02x01_-_Follow_Mama_and_Papa
got	VERB	36	02x01_-_Follow_Mama_and_Papa
quit	VERB	5	02x01_-_Follow_Mama_and_Papa
make	VERB	51	02x01_-_Follow_Mama_and_Papa
know	VERB	12	02x01_-_Follow_Mama_and_Papa
know	VERB	12	02x01_-_Follow_Mama_and_Papa
underestimate	VERB	4	02x01_-_Follow_Mama_and_Papa
have	VERB	20	02x01_-_Follow_Mama_and_Papa
work	VERB	34	02x01_-_Follow_Mama_and_Papa
forget	VERB	4	02x01_-_Follow_Mama_and_Papa
live	VERB	19	02x01_-_Follow_Mama_and_Papa
seem	VERB	4	02x01_-_Follow_Mama_and_Papa
be	VERB	14	02x01_-_Follow_Mama_and_Papa
run	VERB	57	02x01_-_Follow_Mama_and_Papa
thank	VERB	1	02x01_-_Follow_Mama_and_Papa
have	VERB	20	02x01_-_Follow_Mama_and_Papa
work	VERB	34	02x01_-_Follow_Mama_and_Papa
take	VERB	44	02x01_-_Follow_Mama_and_Papa
have	VERB	20	02x01_-_Follow_Mama_and_Papa
have	VERB	20	02x01_-_Follow_Mama_and_Papa
enjoy	VERB	5	02x01_-_Follow_Mama_and_Papa
invite	VERB	9	02x01_-_Follow_Mama_and_Papa
injure	VERB	3	02x01_-_Follow_Mama_and_Papa
look	VERB	14	02x01_-_Follow_Mama_and_Papa
stop	VERB	22	02x01_-_Follow_Mama_and_Papa
want	VERB	9	02x01_-_Follow_Mama_and_Papa
ride	VERB	16	02x01_-_Follow_Mama_and_Papa
stop	VERB	22	02x01_-_Follow_Mama_and_Papa
tail	VERB	11	02x01_-_Follow_Mama_and_Papa
wear	VERB	12	02x01_-_Follow_Mama_and_Papa
understand	VERB	5	02x01_-_Follow_Mama_and_Papa
stay	VERB	16	02x01_-_Follow_Mama_and_Papa
stay	VERB	16	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
finish	VERB	15	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
scold	VERB	3	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
hide	VERB	6	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
seek	VERB	6	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
have	VERB	20	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
come	VERB	22	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
find	VERB	18	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
go	VERB	35	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
k*ll	VERB	0	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
cry	VERB	12	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
die	VERB	14	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
want	VERB	9	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
say	VERB	12	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
have	VERB	20	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
play	VERB	52	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
forget	VERB	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
go	VERB	35	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
buy	VERB	6	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
seem	VERB	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
make	VERB	51	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
do	VERB	16	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
make	VERB	51	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
have	VERB	20	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
worry	VERB	8	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
make	VERB	51	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
k*ll	VERB	0	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
refuse	VERB	7	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
eat	VERB	6	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
make	VERB	51	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
cause	VERB	7	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
do	VERB	16	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
make	VERB	51	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
come	VERB	22	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
make	VERB	51	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
work	VERB	34	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
k*lle	VERB	0	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
go	VERB	35	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
thank	VERB	1	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
eat	VERB	6	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
let	VERB	8	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
draw	VERB	45	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
take	VERB	44	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
develop	VERB	21	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
have	VERB	20	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
gather	VERB	11	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
go	VERB	35	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
enter	VERB	9	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
disguise	VERB	4	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
have	VERB	20	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
sneak	VERB	8	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
catch	VERB	39	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
leave	VERB	17	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
walk	VERB	17	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
know	VERB	12	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
go	VERB	35	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
go	VERB	35	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
work	VERB	34	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
want	VERB	9	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
play	VERB	52	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
stop	VERB	22	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
guide	VERB	11	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
be	VERB	14	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
remember	VERB	8	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
train	VERB	17	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
do	VERB	16	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
learn	VERB	6	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
rumor	VERB	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
involve	VERB	7	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
come	VERB	22	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
know	VERB	12	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
come	VERB	22	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
avenge	VERB	1	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
use	VERB	13	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
let	VERB	8	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
complete	VERB	10	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
lack	VERB	2	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
rely	VERB	1	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
be	VERB	14	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
check	VERB	38	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
go	VERB	35	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
call	VERB	41	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
find	VERB	18	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
come	VERB	22	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
hold	VERB	45	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
go	VERB	35	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
take	VERB	44	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
eat	VERB	6	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
worry	VERB	8	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
go	VERB	35	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
tell	VERB	9	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
call	VERB	41	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
find	VERB	18	02x02_-_Bond_s_Strategy_to_Stay_Alive-Damian_s_Field_Research_Trip
